CD_CANDIDATO;NR_VOTAVEL;DS_CARGO;NM_VOTAVEL;NR_PARTIDO;NM_PARTIDO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_COR_RACA;DS_OCUPACAO;DS_ESTADO_CIVIL
893518888;7049;DEPUTADO FEDERAL;ELIANE CRISTINA CAMARGO;70;AVANTE;01/03/1965;FEMININO;SUPERIOR COMPLETO;PARDA;CANTOR E COMPOSITOR;SOLTEIRO(A)
893616296;90258;DEPUTADO ESTADUAL;CELSO RICARDO DE MOURA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;06/04/1982;MASCULINO;SUPERIOR COMPLETO;BRANCA;MÚSICO;SOLTEIRO(A)
893540564;1250;DEPUTADO FEDERAL;ABNER JOAS TOFANELLI;12;PARTIDO DEMOCRÁTICO TRABALHISTA;04/05/1999;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;MÚSICO;SOLTEIRO(A)
893510806;3320;DEPUTADO FEDERAL;PAULO ATAÍDE ARAÚJO DE SOUSA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;27/12/1986;MASCULINO;SUPERIOR INCOMPLETO;PRETA;MÚSICO;SOLTEIRO(A)
893501793;5530;DEPUTADO FEDERAL;FLÁVIO AUGUSTO DA SILVA;55;PARTIDO SOCIAL DEMOCRÁTICO;13/11/1971;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;MÚSICO;CASADO(A)
893540554;1276;DEPUTADO FEDERAL;LUCIANO MOURA DA SILVA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;12/06/1976;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;SOLTEIRO(A)
893508051;1517;DEPUTADO FEDERAL;ADENILSON SILVA ALVES;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;18/10/1965;MASCULINO;SUPERIOR INCOMPLETO;PARDA;ATLETA PROFISSIONAL E TÉCNICO EM DESPORTOS;CASADO(A)
893502900;7756;DEPUTADO FEDERAL;MÁRIO DE OLIVEIRA;77;SOLIDARIEDADE;12/03/1959;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;COMERCIANTE;DIVORCIADO(A)
893574728;9020;DEPUTADO FEDERAL;IRINEU APARECIDO ORTOLANI;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;11/05/1962;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
893546508;1572;DEPUTADO FEDERAL;JOÃO LUIZ FEITOSA;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;20/05/1960;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
893625836;77003;DEPUTADO ESTADUAL;CRISTIANO ALEXANDRE DA SILVA;77;SOLIDARIEDADE;02/09/1987;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;COMERCIANTE;CASADO(A)
893517598;5108;DEPUTADO FEDERAL;EDVALDO DE OLIVEIRA PAULA;51;PATRIOTA;26/02/1978;MASCULINO;SUPERIOR COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
893550162;4450;DEPUTADO FEDERAL;MARCELO HERCOLIN;44;UNIÃO BRASIL;17/02/1979;MASCULINO;SUPERIOR COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
893517094;4033;DEPUTADO FEDERAL;ISAÍAS TEIXEIRA DE OLIVEIRA;40;PARTIDO SOCIALISTA BRASILEIRO;27/01/1977;MASCULINO;ENSINO MÉDIO COMPLETO;INDÍGENA;COMERCIANTE;CASADO(A)
893508928;4568;DEPUTADO FEDERAL;CESAR RICARDO DOS SANTOS FERREIRA;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;15/07/1966;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;COMERCIANTE;CASADO(A)
893616326;90899;DEPUTADO ESTADUAL;CHU NENG TE;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;06/09/1961;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AMARELA;COMERCIANTE;SOLTEIRO(A)
893518583;70930;DEPUTADO ESTADUAL;NILSON DE OLIVEIRA VALIM;70;AVANTE;28/01/1977;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
893618217;36110;DEPUTADO ESTADUAL;JOAO VIANELLE PINTO;36;AGIR;12/01/1952;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;COMERCIANTE;CASADO(A)
893540573;1214;DEPUTADO FEDERAL;CARLOS TARCISIO PAULO;12;PARTIDO DEMOCRÁTICO TRABALHISTA;14/05/1970;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;PARDA;COMERCIANTE;SOLTEIRO(A)
893614003;3644;DEPUTADO FEDERAL;ELIANE CRISTINA GANZAROLI DA SILVA;36;AGIR;18/03/1978;FEMININO;ENSINO MÉDIO INCOMPLETO;BRANCA;COMERCIANTE;CASADO(A)
893540514;12723;DEPUTADO ESTADUAL;CARLA DENISE BAPTISTA LEOPOLDO;12;PARTIDO DEMOCRÁTICO TRABALHISTA;20/10/1967;FEMININO;SUPERIOR INCOMPLETO;PRETA;COMERCIANTE;SOLTEIRO(A)
893510649;5014;DEPUTADO FEDERAL;ESTHEFANIA ROBERTA DE OLIVEIRA;50;PARTIDO SOCIALISMO E LIBERDADE;18/02/1992;FEMININO;ENSINO FUNDAMENTAL COMPLETO;PRETA;COMERCIANTE;SOLTEIRO(A)
893503079;77770;DEPUTADO ESTADUAL;REGINA DE MATOS COELHO NOGUEIRA;77;SOLIDARIEDADE;08/11/1962;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;COMERCIÁRIO;CASADO(A)
893517433;40440;DEPUTADO ESTADUAL;CLAUDIO OLIVEIRA DE MESSIAS;40;PARTIDO SOCIALISTA BRASILEIRO;21/02/1960;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;JORNALISTA E REDATOR;DIVORCIADO(A)
893536918;1444;DEPUTADO FEDERAL;MARCIO AUGUSTO DE MEDEIROS;14;PARTIDO TRABALHISTA BRASILEIRO;05/03/1982;MASCULINO;SUPERIOR COMPLETO;BRANCA;JORNALISTA E REDATOR;SOLTEIRO(A)
893508267;23510;DEPUTADO ESTADUAL;CARLOS AUGUSTO ABRANCHES;23;CIDADANIA;16/02/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;JORNALISTA E REDATOR;CASADO(A)
893540084;33552;DEPUTADO ESTADUAL;JOSÉ OSÓRIO FILHO;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;20/02/1980;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;JORNALISTA E REDATOR;CASADO(A)
893507128;1915;DEPUTADO FEDERAL;PAULO ROMEIRO DE ALMEIDA SOARES;19;PODEMOS;25/02/1985;MASCULINO;SUPERIOR COMPLETO;BRANCA;JORNALISTA E REDATOR;CASADO(A)
893597397;29029;DEPUTADO ESTADUAL;NATÁLIA BRAGA COSTA PIMENTA;29;PARTIDO DA CAUSA OPERÁRIA;28/05/1985;FEMININO;SUPERIOR COMPLETO;BRANCA;JORNALISTA E REDATOR;SOLTEIRO(A)
893516211;50900;DEPUTADO ESTADUAL;MÔNICA CRISTINA SEIXAS BONFIM;50;PARTIDO SOCIALISMO E LIBERDADE;11/07/1986;FEMININO;SUPERIOR COMPLETO;PRETA;JORNALISTA E REDATOR;SOLTEIRO(A)
893507413;161;2º SUPLENTE;SORAYA MISLEH DE MATOS;16;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;10/06/1969;FEMININO;SUPERIOR COMPLETO;BRANCA;JORNALISTA E REDATOR;VIÚVO(A)
893501787;5552;DEPUTADO FEDERAL;VALÉRIA MEIRELLES MONTEIRO;55;PARTIDO SOCIAL DEMOCRÁTICO;26/03/1965;FEMININO;SUPERIOR INCOMPLETO;BRANCA;JORNALISTA E REDATOR;SOLTEIRO(A)
893494595;30003;DEPUTADO ESTADUAL;KAIQUE CARDOSO VICENTE;30;PARTIDO NOVO;08/10/1993;MASCULINO;SUPERIOR COMPLETO;BRANCA;PUBLICITÁRIO;SOLTEIRO(A)
893507111;1988;DEPUTADO FEDERAL;JORGE MALULY NETO;19;PODEMOS;06/01/1988;MASCULINO;SUPERIOR COMPLETO;BRANCA;PUBLICITÁRIO;SOLTEIRO(A)
893574743;9042;DEPUTADO FEDERAL;MARIANA CRISTINA PONTES PAPAIZ;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;20/11/1982;FEMININO;SUPERIOR COMPLETO;BRANCA;PUBLICITÁRIO;CASADO(A)
893540470;12021;DEPUTADO ESTADUAL;SANDRA NAVAJAS;12;PARTIDO DEMOCRÁTICO TRABALHISTA;06/12/1973;FEMININO;SUPERIOR INCOMPLETO;BRANCA;PUBLICITÁRIO;CASADO(A)
893507338;19775;DEPUTADO ESTADUAL;MARIA APARECIDA BORGES DE MACEDO;19;PODEMOS;08/06/1972;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;COZINHEIRO;SOLTEIRO(A)
893613976;3659;DEPUTADO FEDERAL;LUCIANO UBIRAJARA NASSAR;36;AGIR;05/07/1966;MASCULINO;SUPERIOR COMPLETO;BRANCA;ESCRITOR E CRÍTICO;CASADO(A)
893540437;12340;DEPUTADO ESTADUAL;MAGALI RABELLO ROCHA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;23/12/1965;FEMININO;SUPERIOR INCOMPLETO;BRANCA;ESCRITOR E CRÍTICO;SOLTEIRO(A)
893507512;1300;DEPUTADO FEDERAL;POLLYANNA DO VALLE ATAGIBA;13;PARTIDO DOS TRABALHADORES;19/09/1989;FEMININO;SUPERIOR INCOMPLETO;INDÍGENA;DESENHISTA;CASADO(A)
893616325;90123;DEPUTADO ESTADUAL;ALEXANDRE EUGENIO BATISTA;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;12/04/1978;MASCULINO;SUPERIOR INCOMPLETO;PARDA;DECORADOR;DIVORCIADO(A)
893511738;14099;DEPUTADO ESTADUAL;IOLANDA REGINA ALVES FRONTEROTTA;14;PARTIDO TRABALHISTA BRASILEIRO;30/10/1960;FEMININO;SUPERIOR COMPLETO;BRANCA;DECORADOR;DIVORCIADO(A)
893498875;4412;DEPUTADO FEDERAL;ESTER LOPES DE SOUZA FLOR;44;UNIÃO BRASIL;28/01/1988;FEMININO;SUPERIOR INCOMPLETO;PARDA;GARI OU LIXEIRO;CASADO(A)
893510644;5044;DEPUTADO FEDERAL;FLAVIO CASIMIRO DE SOUSA;50;PARTIDO SOCIALISMO E LIBERDADE;21/12/1980;MASCULINO;SUPERIOR COMPLETO;PRETA;HISTORIADOR;CASADO(A)
893501664;1445;DEPUTADO FEDERAL;FERNANDO FERRARI MERIGLI;14;PARTIDO TRABALHISTA BRASILEIRO;12/05/1975;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;INDUSTRIAL;CASADO(A)
893592117;2731;DEPUTADO FEDERAL;LÉA PICELLI;27;DEMOCRACIA CRISTÃ;12/10/1960;FEMININO;SUPERIOR COMPLETO;BRANCA;ARTISTA PLÁSTICO E ASSEMELHADOS;DIVORCIADO(A)
893507518;1385;DEPUTADO FEDERAL;KÁTIA SILVA DE OLIVEIRA;13;PARTIDO DOS TRABALHADORES;12/12/1968;FEMININO;SUPERIOR COMPLETO;BRANCA;PEDAGOGO;DIVORCIADO(A)
893540733;2005;DEPUTADO FEDERAL;PRISCILLA ROBERTA GASPAR DE OLIVEIRA;20;PARTIDO SOCIAL CRISTÃO;20/05/1978;FEMININO;SUPERIOR COMPLETO;BRANCA;PEDAGOGO;CASADO(A)
893540597;20124;DEPUTADO ESTADUAL;VALERIA DE CAMPOS BALBINO;20;PARTIDO SOCIAL CRISTÃO;07/09/1968;FEMININO;SUPERIOR COMPLETO;PRETA;PEDAGOGO;CASADO(A)
893501683;1478;DEPUTADO FEDERAL;JUNIA CRISTINA LEME MACEDO;14;PARTIDO TRABALHISTA BRASILEIRO;25/08/1971;FEMININO;SUPERIOR COMPLETO;BRANCA;POLICIAL CIVIL;DIVORCIADO(A)
893498988;44144;DEPUTADO ESTADUAL;RONALDO FORMIGAO;44;UNIÃO BRASIL;08/05/1968;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
893511756;14009;DEPUTADO ESTADUAL;CARLOS RICARDO CEOLONI;14;PARTIDO TRABALHISTA BRASILEIRO;08/08/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
893506989;22390;DEPUTADO ESTADUAL;JULIANO DA SILVA MELO;22;PARTIDO LIBERAL;14/01/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
893532784;3588;DEPUTADO FEDERAL;PAULO GUILHERMINO DE ARAUJO;35;PARTIDO DA MULHER BRASILEIRA;18/11/1971;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;SOLTEIRO(A)
893508738;1097;DEPUTADO FEDERAL;FAUSTO ALVES RAMALHO;10;REPUBLICANOS;21/10/1972;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;POLICIAL MILITAR;CASADO(A)
893498874;4431;DEPUTADO FEDERAL;LUIS ANTONIO DE LIMA CLEMENTE;44;UNIÃO BRASIL;10/02/1972;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
893540664;20320;DEPUTADO ESTADUAL;JOSÉ CARLOS FURIOSO;20;PARTIDO SOCIAL CRISTÃO;29/10/1962;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
893507002;22090;DEPUTADO ESTADUAL;JOSE BRAZ DE OLIVEIRA JUNIOR;22;PARTIDO LIBERAL;22/08/1977;MASCULINO;SUPERIOR COMPLETO;PARDA;POLICIAL MILITAR;SOLTEIRO(A)
893540714;2064;DEPUTADO FEDERAL;ORLANDO APARECIDO TOMASELLA;20;PARTIDO SOCIAL CRISTÃO;01/09/1949;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
893507031;22250;DEPUTADO ESTADUAL;ALISSON GUIMARÃES PEREIRA DE SOUZA;22;PARTIDO LIBERAL;08/06/1979;MASCULINO;SUPERIOR COMPLETO;PARDA;POLICIAL MILITAR;CASADO(A)
893612701;2801;DEPUTADO FEDERAL;WASHINGTON LUIZ BEZERRA DA SILVA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;07/12/1984;MASCULINO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
893508712;1066;DEPUTADO FEDERAL;ELIAS BONFIM AGUIAR DE SOUZA;10;REPUBLICANOS;30/12/1973;MASCULINO;SUPERIOR COMPLETO;PARDA;POLICIAL MILITAR;CASADO(A)
893596668;28200;DEPUTADO ESTADUAL;JULIO CESAR FRANCISCO;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;21/11/1970;MASCULINO;SUPERIOR COMPLETO;PARDA;POLICIAL MILITAR;CASADO(A)
893536375;10369;DEPUTADO ESTADUAL;ANDRE GEORGE NERES DE FARIAS;10;REPUBLICANOS;27/10/1981;MASCULINO;SUPERIOR INCOMPLETO;PARDA;POLICIAL MILITAR;CASADO(A)
893501855;55190;DEPUTADO ESTADUAL;SÉRGIO DE MOURA CAVALCANTI;55;PARTIDO SOCIAL DEMOCRÁTICO;05/12/1968;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;PARDA;POLICIAL MILITAR;CASADO(A)
893501868;55700;DEPUTADO ESTADUAL;ANDRÉA PAROLIN PAVANI PERINOTI;55;PARTIDO SOCIAL DEMOCRÁTICO;05/10/1970;FEMININO;SUPERIOR COMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
893508201;2229;DEPUTADO FEDERAL;ROSILAINE APARECIDA DOS SANTOS BRANDÃO;22;PARTIDO LIBERAL;04/05/1971;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;POLICIAL MILITAR;VIÚVO(A)
893517573;5166;DEPUTADO FEDERAL;PATRICIA SIQUEIRA NERI;51;PATRIOTA;08/06/1977;FEMININO;SUPERIOR INCOMPLETO;BRANCA;POLICIAL MILITAR;CASADO(A)
893501674;1404;DEPUTADO FEDERAL;SILVIO ROMERO DE MAGALHAES LEITE;14;PARTIDO TRABALHISTA BRASILEIRO;06/10/1958;MASCULINO;SUPERIOR COMPLETO;BRANCA;PRODUTOR AGROPECUÁRIO;CASADO(A)
893540651;20201;DEPUTADO ESTADUAL;SEBASTIÃO RAIMUNDO DE OLIVEIRA;20;PARTIDO SOCIAL CRISTÃO;03/09/1970;MASCULINO;ENSINO MÉDIO INCOMPLETO;PARDA;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;CASADO(A)
893516212;50007;DEPUTADO ESTADUAL;JASPE LOPES BASTOS;50;PARTIDO SOCIALISMO E LIBERDADE;10/02/1959;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;DIVORCIADO(A)
893494594;30900;DEPUTADO ESTADUAL;JURANDI SOARES GUIMARÃES;30;PARTIDO NOVO;07/03/1969;MASCULINO;SUPERIOR COMPLETO;BRANCA;REPRESENTANTE COMERCIAL;CASADO(A)
893510770;3376;DEPUTADO FEDERAL;AIRTON RODRIGUES DE OLIVEIRA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;01/04/1972;MASCULINO;SUPERIOR COMPLETO;BRANCA;REPRESENTANTE COMERCIAL;CASADO(A)
893510810;3371;DEPUTADO FEDERAL;SANDRO FERREIRA DE SOUZA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;24/04/1992;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;TAPECEIRO;SOLTEIRO(A)
893518234;51222;DEPUTADO ESTADUAL;SANDRA DELMIRO DE LIMA GABRIEL;51;PATRIOTA;25/11/1986;FEMININO;SUPERIOR INCOMPLETO;PRETA;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);CASADO(A)
893511714;14049;DEPUTADO ESTADUAL;ROSYMEIRE DE SOUZA LEITE RODRIGUES;14;PARTIDO TRABALHISTA BRASILEIRO;02/08/1983;FEMININO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);CASADO(A)
893503060;77458;DEPUTADO ESTADUAL;ANDERSON MARTINS SALGADO;77;SOLIDARIEDADE;30/06/1982;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;TERAPEUTA;SEPARADO(A) JUDICIALMENTE
893540080;33700;DEPUTADO ESTADUAL;DEIDILAN LIANG CORREIA DE SOUZA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;14/07/1988;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;VIGILANTE;CASADO(A)
893503077;77510;DEPUTADO ESTADUAL;ANTONIO ALBERTO DOS REIS;77;SOLIDARIEDADE;05/10/1955;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893503125;77008;DEPUTADO ESTADUAL;PAULO MACHADO DA SILVA;77;SOLIDARIEDADE;08/07/1978;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893507326;19699;DEPUTADO ESTADUAL;DOUGLAS BORGONI;19;PODEMOS;07/06/1975;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
893596670;28289;DEPUTADO ESTADUAL;PASCOAL LEAL DE PAULA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;12/03/1960;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
893501658;1454;DEPUTADO FEDERAL;BRUNO MADEIRA DE CARVALHO;14;PARTIDO TRABALHISTA BRASILEIRO;03/05/1966;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893502912;7706;DEPUTADO FEDERAL;EDSON FERREIRA PONTES;77;SOLIDARIEDADE;23/11/1974;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
893507107;1950;DEPUTADO FEDERAL;AUGUSTO EDUARDO VIDAL NETO;19;PODEMOS;12/02/1983;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
893508800;1157;DEPUTADO FEDERAL;CLEBER DA ROSA MOREIRA;11;PROGRESSISTAS;24/03/1966;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893509137;11555;DEPUTADO ESTADUAL;EZEQUIEL DE SOUZA DAMASCENO;11;PROGRESSISTAS;30/05/1978;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
893539059;35010;DEPUTADO ESTADUAL;IRENIO OLIVEIRA CARDOSO;35;PARTIDO DA MULHER BRASILEIRA;07/05/1972;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
893618184;36122;DEPUTADO ESTADUAL;NELSON CLARO PAULINO;36;AGIR;08/04/1959;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893574751;9077;DEPUTADO FEDERAL;ODIMAR BARRETO DOS SANTOS;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;12/07/1962;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893498997;44300;DEPUTADO ESTADUAL;GILBERTO DANIEL JUNIOR;44;UNIÃO BRASIL;15/09/1984;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893540698;2067;DEPUTADO FEDERAL;THIAGO HENRIQUE DA SILVA DORIGAN;20;PARTIDO SOCIAL CRISTÃO;01/11/1988;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
893501648;1438;DEPUTADO FEDERAL;ANDRE LUIS RAMOS PEDROSO;14;PARTIDO TRABALHISTA BRASILEIRO;10/05/1978;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
893508308;45100;DEPUTADO ESTADUAL;CARLOS ALESSANDRO FRANCO BORRO DE MATOS;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;23/11/1974;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893596654;28312;DEPUTADO ESTADUAL;MICHAEL WILLI DA SILVA STREIDL;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;14/08/1980;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893508109;1509;DEPUTADO FEDERAL;FABIO CESAR SATO;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;19/02/1980;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
893518297;51021;DEPUTADO ESTADUAL;RICARDO AUGUSTO PEREIRA;51;PATRIOTA;11/12/1975;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893507145;1917;DEPUTADO FEDERAL;IVAN SERIGATO JUNIOR;19;PODEMOS;22/07/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893539057;35224;DEPUTADO ESTADUAL;FRANCISCO ALVES DE SOUSA;35;PARTIDO DA MULHER BRASILEIRA;02/12/1979;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;EMPRESÁRIO;CASADO(A)
893517461;40134;DEPUTADO ESTADUAL;JOÃO AGUIAR RIBEIRO;40;PARTIDO SOCIALISTA BRASILEIRO;29/11/1974;MASCULINO;ENSINO MÉDIO COMPLETO;INDÍGENA;EMPRESÁRIO;CASADO(A)
893540124;33010;DEPUTADO ESTADUAL;FRANCISCO HORWATH NETO;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;22/02/1958;MASCULINO;ENSINO MÉDIO INCOMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
893508138;2225;DEPUTADO FEDERAL;RAMIRO ALVES DA ROCHA CRUZ JUNIOR;22;PARTIDO LIBERAL;30/10/1973;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893508198;2287;DEPUTADO FEDERAL;MARTINHO CARLOS COLPANI FILHO;22;PARTIDO LIBERAL;06/07/1973;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893507113;1978;DEPUTADO FEDERAL;RICARDO HOLZ VIDAL DOS SANTOS;19;PODEMOS;28/06/1978;MASCULINO;SUPERIOR COMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
893508686;1054;DEPUTADO FEDERAL;PAULO CESAR DA SILVA FERREIRA;10;REPUBLICANOS;20/01/1971;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
893507133;1955;DEPUTADO FEDERAL;APARECIDO BARBOSA DA SILVA;19;PODEMOS;08/11/1972;MASCULINO;SUPERIOR COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
893508727;1026;DEPUTADO FEDERAL;ADILSON DA SILVA ROZA FILHO;10;REPUBLICANOS;26/05/1960;MASCULINO;SUPERIOR COMPLETO;PRETA;EMPRESÁRIO;SOLTEIRO(A)
893540718;2045;DEPUTADO FEDERAL;GRACIANO ARILSON DOS SANTOS;20;PARTIDO SOCIAL CRISTÃO;28/03/1973;MASCULINO;SUPERIOR COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
893501797;5515;DEPUTADO FEDERAL;SAULO PEDROSO DE SOUZA;55;PARTIDO SOCIAL DEMOCRÁTICO;21/01/1983;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
893518544;70988;DEPUTADO ESTADUAL;ROBSON CRISTIANO DE SOUZA;70;AVANTE;28/05/1973;MASCULINO;SUPERIOR COMPLETO;PRETA;EMPRESÁRIO;CASADO(A)
893517412;40999;DEPUTADO ESTADUAL;ABDULBASET JAROUR;40;PARTIDO SOCIALISTA BRASILEIRO;01/03/1990;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
893503068;77715;DEPUTADO ESTADUAL;LUIZ CARLOS MAGESTO;77;SOLIDARIEDADE;11/01/1974;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
893518294;51001;DEPUTADO ESTADUAL;ANDRÉ LUIZ GALHARDO JOÃO;51;PATRIOTA;08/02/1966;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
893612714;2802;DEPUTADO FEDERAL;ROGÉRIO DOS SANTOS GOMES;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;28/08/1989;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
893616273;90198;DEPUTADO ESTADUAL;LEANDRO CALDAS DE CASTRO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;02/06/1992;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
