NR_VOTAVEL;CD_CANDIDATO;DS_CARGO;NM_VOTAVEL;NR_PARTIDO;NM_PARTIDO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_COR_RACA;DS_OCUPACAO;DS_ESTADO_CIVIL
28289;893596670;DEPUTADO ESTADUAL;PASCOAL LEAL DE PAULA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;12/03/1960;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
1454;893501658;DEPUTADO FEDERAL;BRUNO MADEIRA DE CARVALHO;14;PARTIDO TRABALHISTA BRASILEIRO;03/05/1966;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
7706;893502912;DEPUTADO FEDERAL;EDSON FERREIRA PONTES;77;SOLIDARIEDADE;23/11/1974;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
1950;893507107;DEPUTADO FEDERAL;AUGUSTO EDUARDO VIDAL NETO;19;PODEMOS;12/02/1983;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
1157;893508800;DEPUTADO FEDERAL;CLEBER DA ROSA MOREIRA;11;PROGRESSISTAS;24/03/1966;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
11555;893509137;DEPUTADO ESTADUAL;EZEQUIEL DE SOUZA DAMASCENO;11;PROGRESSISTAS;30/05/1978;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
35010;893539059;DEPUTADO ESTADUAL;IRENIO OLIVEIRA CARDOSO;35;PARTIDO DA MULHER BRASILEIRA;07/05/1972;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
36122;893618184;DEPUTADO ESTADUAL;NELSON CLARO PAULINO;36;AGIR;08/04/1959;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
9077;893574751;DEPUTADO FEDERAL;ODIMAR BARRETO DOS SANTOS;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;12/07/1962;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
44300;893498997;DEPUTADO ESTADUAL;GILBERTO DANIEL JUNIOR;44;UNIÃO BRASIL;15/09/1984;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
2067;893540698;DEPUTADO FEDERAL;THIAGO HENRIQUE DA SILVA DORIGAN;20;PARTIDO SOCIAL CRISTÃO;01/11/1988;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
1438;893501648;DEPUTADO FEDERAL;ANDRE LUIS RAMOS PEDROSO;14;PARTIDO TRABALHISTA BRASILEIRO;10/05/1978;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
45100;893508308;DEPUTADO ESTADUAL;CARLOS ALESSANDRO FRANCO BORRO DE MATOS;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;23/11/1974;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
28312;893596654;DEPUTADO ESTADUAL;MICHAEL WILLI DA SILVA STREIDL;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;14/08/1980;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
1509;893508109;DEPUTADO FEDERAL;FABIO CESAR SATO;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;19/02/1980;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
51021;893518297;DEPUTADO ESTADUAL;RICARDO AUGUSTO PEREIRA;51;PATRIOTA;11/12/1975;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
1917;893507145;DEPUTADO FEDERAL;IVAN SERIGATO JUNIOR;19;PODEMOS;22/07/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
35224;893539057;DEPUTADO ESTADUAL;FRANCISCO ALVES DE SOUSA;35;PARTIDO DA MULHER BRASILEIRA;02/12/1979;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;EMPRESÁRIO;CASADO(A)
40134;893517461;DEPUTADO ESTADUAL;JOÃO AGUIAR RIBEIRO;40;PARTIDO SOCIALISTA BRASILEIRO;29/11/1974;MASCULINO;ENSINO MÉDIO COMPLETO;INDÍGENA;EMPRESÁRIO;CASADO(A)
33010;893540124;DEPUTADO ESTADUAL;FRANCISCO HORWATH NETO;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;22/02/1958;MASCULINO;ENSINO MÉDIO INCOMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
2225;893508138;DEPUTADO FEDERAL;RAMIRO ALVES DA ROCHA CRUZ JUNIOR;22;PARTIDO LIBERAL;30/10/1973;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
2287;893508198;DEPUTADO FEDERAL;MARTINHO CARLOS COLPANI FILHO;22;PARTIDO LIBERAL;06/07/1973;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
1978;893507113;DEPUTADO FEDERAL;RICARDO HOLZ VIDAL DOS SANTOS;19;PODEMOS;28/06/1978;MASCULINO;SUPERIOR COMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
1054;893508686;DEPUTADO FEDERAL;PAULO CESAR DA SILVA FERREIRA;10;REPUBLICANOS;20/01/1971;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
1955;893507133;DEPUTADO FEDERAL;APARECIDO BARBOSA DA SILVA;19;PODEMOS;08/11/1972;MASCULINO;SUPERIOR COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
1026;893508727;DEPUTADO FEDERAL;ADILSON DA SILVA ROZA FILHO;10;REPUBLICANOS;26/05/1960;MASCULINO;SUPERIOR COMPLETO;PRETA;EMPRESÁRIO;SOLTEIRO(A)
2045;893540718;DEPUTADO FEDERAL;GRACIANO ARILSON DOS SANTOS;20;PARTIDO SOCIAL CRISTÃO;28/03/1973;MASCULINO;SUPERIOR COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
5515;893501797;DEPUTADO FEDERAL;SAULO PEDROSO DE SOUZA;55;PARTIDO SOCIAL DEMOCRÁTICO;21/01/1983;MASCULINO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
70988;893518544;DEPUTADO ESTADUAL;ROBSON CRISTIANO DE SOUZA;70;AVANTE;28/05/1973;MASCULINO;SUPERIOR COMPLETO;PRETA;EMPRESÁRIO;CASADO(A)
40999;893517412;DEPUTADO ESTADUAL;ABDULBASET JAROUR;40;PARTIDO SOCIALISTA BRASILEIRO;01/03/1990;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
77715;893503068;DEPUTADO ESTADUAL;LUIZ CARLOS MAGESTO;77;SOLIDARIEDADE;11/01/1974;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
51001;893518294;DEPUTADO ESTADUAL;ANDRÉ LUIZ GALHARDO JOÃO;51;PATRIOTA;08/02/1966;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
2802;893612714;DEPUTADO FEDERAL;ROGÉRIO DOS SANTOS GOMES;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;28/08/1989;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
90198;893616273;DEPUTADO ESTADUAL;LEANDRO CALDAS DE CASTRO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;02/06/1992;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
19234;893507316;DEPUTADO ESTADUAL;FABIO LEANDRO CARDOSO TEIXEIRA;19;PODEMOS;21/08/1980;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
1141;893508837;DEPUTADO FEDERAL;DIEGO ARAUJO AGIANI;11;PROGRESSISTAS;29/04/1982;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
7722;893502897;DEPUTADO FEDERAL;DANILO MARCO MORGADO SILVA;77;SOLIDARIEDADE;18/06/1985;MASCULINO;SUPERIOR INCOMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
23000;893508292;DEPUTADO ESTADUAL;RAFAEL FERNANDO ZIMBALDI;23;CIDADANIA;28/07/1981;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
4507;893516934;DEPUTADO FEDERAL;FÁBIO NOVAIS MAGALHÃES;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;24/02/1962;MASCULINO;SUPERIOR INCOMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
4507;893622284;DEPUTADO FEDERAL;FÁBIO NOVAIS MAGALHÃES;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;24/02/1962;MASCULINO;SUPERIOR INCOMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
77789;893503089;DEPUTADO ESTADUAL;RUBENS DE SOUZA;77;SOLIDARIEDADE;08/01/1971;MASCULINO;SUPERIOR INCOMPLETO;PRETA;EMPRESÁRIO;CASADO(A)
28016;893596651;DEPUTADO ESTADUAL;KATIA REGINA RODRIGUES;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;09/12/1972;FEMININO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
44127;893498958;DEPUTADO ESTADUAL;CAMILA GRASIELE SANGREGORIO SOARES;44;UNIÃO BRASIL;02/06/1989;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
90022;893616298;DEPUTADO ESTADUAL;CHRISTINA MASSIS DELLA TORRE LEMES;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;03/01/1970;FEMININO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
22058;893506975;DEPUTADO ESTADUAL;ANDROMEDES BARBOSA OKABE;22;PARTIDO LIBERAL;03/06/1964;FEMININO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
22290;893507029;DEPUTADO ESTADUAL;JUCIANE APARECIDA DA CUNHA;22;PARTIDO LIBERAL;29/05/1981;FEMININO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
1416;893501657;DEPUTADO FEDERAL;FLAVIANE MENESES AQUINO;14;PARTIDO TRABALHISTA BRASILEIRO;22/03/1979;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;EMPRESÁRIO;CASADO(A)
1311;893507479;DEPUTADO FEDERAL;MARTA DE SOUZA SOBRAL;13;PARTIDO DOS TRABALHADORES;23/03/1964;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;EMPRESÁRIO;SOLTEIRO(A)
1513;893508062;DEPUTADO FEDERAL;ANA PAULA TAVARES DE OLIVEIRA GOFFI;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;08/05/1975;FEMININO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
10605;893536460;DEPUTADO ESTADUAL;ALESSANDRA BELLUCCI;10;REPUBLICANOS;31/03/1974;FEMININO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;SOLTEIRO(A)
22051;893506962;DEPUTADO ESTADUAL;FABIANA DE LIMA BARROSO;22;PARTIDO LIBERAL;10/04/1993;FEMININO;SUPERIOR COMPLETO;PARDA;EMPRESÁRIO;SOLTEIRO(A)
1596;893508082;DEPUTADO FEDERAL;IOLANDA KEIKO MIASHIRO OTA;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;28/09/1956;FEMININO;SUPERIOR COMPLETO;BRANCA;EMPRESÁRIO;VIÚVO(A)
3677;893614023;DEPUTADO FEDERAL;KELLY PIRES FREITAS;36;AGIR;14/01/1978;FEMININO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
1142;893508818;DEPUTADO FEDERAL;JUSSARA MORO PRESTO;11;PROGRESSISTAS;18/08/1955;FEMININO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;DIVORCIADO(A)
2810;893612710;DEPUTADO FEDERAL;PRISCILA FERNANDES HOLANDA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;24/02/1984;FEMININO;SUPERIOR INCOMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
28379;893596626;DEPUTADO ESTADUAL;MADALENA BARBOSA DE SIQUEIRA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;27/09/1974;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;BRANCA;EMPRESÁRIO;CASADO(A)
28193;893596685;DEPUTADO ESTADUAL;ROBERTO CASTRO COSTA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;08/07/1970;MASCULINO;SUPERIOR COMPLETO;BRANCA;BOMBEIRO MILITAR;CASADO(A)
19199;893507348;DEPUTADO ESTADUAL;VICTOR MORAES FILHO;19;PODEMOS;18/01/1972;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;DIVORCIADO(A)
35360;893539047;DEPUTADO ESTADUAL;GILVAN DE ANDRADE GAIA;35;PARTIDO DA MULHER BRASILEIRA;27/02/1982;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;DIVORCIADO(A)
5037;893510608;DEPUTADO FEDERAL;SUELI ALVES;50;PARTIDO SOCIALISMO E LIBERDADE;01/11/1974;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;DIVORCIADO(A)
16100;893508375;DEPUTADO ESTADUAL;CRISTIANE BANHOL;16;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;30/08/1977;FEMININO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;DIVORCIADO(A)
28138;893596633;DEPUTADO ESTADUAL;PATRICIA COUTO PICOLI FRANCISCO;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;12/08/1973;FEMININO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;CASADO(A)
4031;893517102;DEPUTADO FEDERAL;SANDRA CRISTINA DOS SANTOS SOARES;40;PARTIDO SOCIALISTA BRASILEIRO;19/09/1971;FEMININO;SUPERIOR COMPLETO;PARDA;PROFESSOR DE ENSINO FUNDAMENTAL;CASADO(A)
13331;893508633;DEPUTADO ESTADUAL;VERA LUCIA RODRIGUES DE FARIA;13;PARTIDO DOS TRABALHADORES;03/12/1962;FEMININO;SUPERIOR COMPLETO;PRETA;PROFESSOR DE ENSINO FUNDAMENTAL;VIÚVO(A)
77555;893503083;DEPUTADO ESTADUAL;MARCELO GOUVEIA NASCIMENTO;77;SOLIDARIEDADE;14/06/1989;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO MÉDIO;SOLTEIRO(A)
20627;893540661;DEPUTADO ESTADUAL;AIRTON DOS SANTOS;20;PARTIDO SOCIAL CRISTÃO;25/05/1963;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO MÉDIO;CASADO(A)
4041;893517127;DEPUTADO FEDERAL;LUZIMAR RODRIGUES DA SILVA;40;PARTIDO SOCIALISTA BRASILEIRO;15/10/1966;MASCULINO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO MÉDIO;CASADO(A)
90888;893616286;DEPUTADO ESTADUAL;HAMILTON ALVES FERNANDES;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;02/04/1966;MASCULINO;SUPERIOR COMPLETO;PARDA;PROFESSOR DE ENSINO MÉDIO;CASADO(A)
1375;893507525;DEPUTADO FEDERAL;DOUGLAS ELIAS BELCHIOR;13;PARTIDO DOS TRABALHADORES;24/11/1978;MASCULINO;SUPERIOR COMPLETO;PRETA;PROFESSOR DE ENSINO MÉDIO;SOLTEIRO(A)
1330;893507534;DEPUTADO FEDERAL;JANAINA FERRATO ELIAS;13;PARTIDO DOS TRABALHADORES;18/12/1983;FEMININO;SUPERIOR COMPLETO;BRANCA;PROFESSOR DE ENSINO MÉDIO;CASADO(A)
4578;893508975;DEPUTADO FEDERAL;VERA LUCIA GOMES FERREIRA PALMEZANO;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;28/05/1965;FEMININO;SUPERIOR COMPLETO;PARDA;PROFESSOR DE ENSINO MÉDIO;CASADO(A)
4545;893508973;DEPUTADO FEDERAL;JOSÉ SERRA;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;19/03/1942;MASCULINO;SUPERIOR COMPLETO;BRANCA;SENADOR;CASADO(A)
2022;893540730;DEPUTADO FEDERAL;JOSÉ GUILHERME NEGRÃO PEIXOTO;20;PARTIDO SOCIAL CRISTÃO;13/11/1961;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;DIVORCIADO(A)
19001;893507285;DEPUTADO ESTADUAL;ATAIDE TERUEL PEREZ;19;PODEMOS;19/06/1948;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
1920;893507134;DEPUTADO FEDERAL;DANIEL JOSÉ DA SILVA OLIVEIRA;19;PODEMOS;14/02/1988;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;SOLTEIRO(A)
1099;893508725;DEPUTADO FEDERAL;ROBERTO ALVES DE LUCENA;10;REPUBLICANOS;18/04/1966;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
4015;893517131;DEPUTADO FEDERAL;RODRIGO ANTONIO DE AGOSTINHO MENDONÇA;40;PARTIDO SOCIALISTA BRASILEIRO;12/12/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
13800;893508605;DEPUTADO ESTADUAL;JORGE DO CARMO SILVA;13;PARTIDO DOS TRABALHADORES;16/06/1966;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
5512;893501799;DEPUTADO FEDERAL;RICARDO AUGUSTO MACHADO DA SILVA;55;PARTIDO SOCIAL DEMOCRÁTICO;01/09/1985;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
23456;893508268;DEPUTADO ESTADUAL;ANTONIO DIRCEU DALBEN;23;CIDADANIA;13/06/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
44118;893498983;DEPUTADO ESTADUAL;EDMIR JOSE ABI CHEDID;44;UNIÃO BRASIL;06/08/1965;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
2323;893508961;DEPUTADO FEDERAL;ALEX SPINELLI MANENTE;23;CIDADANIA;22/08/1979;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
5577;893501780;DEPUTADO FEDERAL;ANTONIO CEZAR CORREIA FREIRE;55;PARTIDO SOCIAL DEMOCRÁTICO;12/12/1973;MASCULINO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
7777;893502927;DEPUTADO FEDERAL;PAULO PEREIRA DA SILVA;77;SOLIDARIEDADE;25/02/1956;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;DEPUTADO;CASADO(A)
45114;893508322;DEPUTADO ESTADUAL;MARIA LUCIA CARDOSO PINTO AMARY;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;18/04/1951;FEMININO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;DIVORCIADO(A)
22922;893506999;DEPUTADO ESTADUAL;VALERIA MULLER RAMOS BOLSONARO;22;PARTIDO LIBERAL;16/09/1969;FEMININO;SUPERIOR COMPLETO;BRANCA;DEPUTADO;CASADO(A)
36190;893618190;DEPUTADO ESTADUAL;ADRIANA SANCHES GALDEANO BORGO;36;AGIR;09/07/1971;FEMININO;SUPERIOR INCOMPLETO;BRANCA;DEPUTADO;CASADO(A)
2276;893508179;DEPUTADO FEDERAL;MARSCHELO RODRIGO MARIN MECHE;22;PARTIDO LIBERAL;06/07/1986;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;VEREADOR;SOLTEIRO(A)
1962;893507094;DEPUTADO FEDERAL;JOSE WANDERLEY DE ANDRADE;19;PODEMOS;13/06/1970;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;VEREADOR;CASADO(A)
55040;893501874;DEPUTADO ESTADUAL;MARCELO ALVES DE CARVALHO ALMEIDA;55;PARTIDO SOCIAL DEMOCRÁTICO;07/03/1980;MASCULINO;SUPERIOR COMPLETO;BRANCA;VEREADOR;CASADO(A)
2851;893612683;DEPUTADO FEDERAL;MARCELO CESAR TORRES RUBI;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;16/07/1968;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;VEREADOR;SOLTEIRO(A)
19321;893507307;DEPUTADO ESTADUAL;LEONARDO DA SILVA BRIGAGÃO;19;PODEMOS;24/07/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;VEREADOR;CASADO(A)
45678;893508283;DEPUTADO ESTADUAL;LUIZ HENRIQUE CIRILO;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;09/02/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;VEREADOR;CASADO(A)
19456;893507337;DEPUTADO ESTADUAL;ADRIANO SANTANA DOS SANTOS;19;PODEMOS;22/01/1976;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;VEREADOR;SOLTEIRO(A)
4405;893498908;DEPUTADO FEDERAL;PAULO SERGIO SOARES DA SILVA;44;UNIÃO BRASIL;26/07/1984;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;VEREADOR;CASADO(A)
4460;893548552;DEPUTADO FEDERAL;VITOR NARESSI NETTO;44;UNIÃO BRASIL;27/12/1989;MASCULINO;SUPERIOR COMPLETO;BRANCA;VEREADOR;SOLTEIRO(A)
1800;893510609;DEPUTADO FEDERAL;DORIEDSON ANTONIO DA SILVA FREITAS;18;REDE SUSTENTABILIDADE;25/04/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;VEREADOR;SOLTEIRO(A)
5119;893517591;DEPUTADO FEDERAL;MICHEL ARAUJO SILVA FIGUEREDO;51;PATRIOTA;18/08/1975;MASCULINO;SUPERIOR COMPLETO;BRANCA;VEREADOR;CASADO(A)
1990;893507098;DEPUTADO FEDERAL;MARCELO JOSÉ ORTEGA;19;PODEMOS;30/09/1977;MASCULINO;SUPERIOR COMPLETO;BRANCA;VEREADOR;CASADO(A)
10200;893536401;DEPUTADO ESTADUAL;HIGOR DIEGO RALLA;10;REPUBLICANOS;24/10/1986;MASCULINO;SUPERIOR COMPLETO;PRETA;VEREADOR;CASADO(A)
1110;893508825;DEPUTADO FEDERAL;ROGE BAUDICHON;11;PROGRESSISTAS;23/09/1994;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;VEREADOR;SOLTEIRO(A)
40444;893517423;DEPUTADO ESTADUAL;JULIANO MALAQUIAS BOTELHO;40;PARTIDO SOCIALISTA BRASILEIRO;09/07/1985;MASCULINO;SUPERIOR INCOMPLETO;PRETA;VEREADOR;SOLTEIRO(A)
1412;893501672;DEPUTADO FEDERAL;WELDER DOUGLAS DA SILVA;14;PARTIDO TRABALHISTA BRASILEIRO;31/08/1984;MASCULINO;SUPERIOR INCOMPLETO;PRETA;VEREADOR;CASADO(A)
13900;893508581;DEPUTADO ESTADUAL;JULIANA SOARES DO NASCIMENTO;13;PARTIDO DOS TRABALHADORES;19/11/1987;FEMININO;SUPERIOR COMPLETO;BRANCA;VEREADOR;SOLTEIRO(A)
4557;893508957;DEPUTADO FEDERAL;JONATHAN CRISTIANO RODRIGUES DA SILVA SALES;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;21/07/1988;FEMININO;ENSINO MÉDIO INCOMPLETO;PRETA;VEREADOR;SOLTEIRO(A)
5070;893510646;DEPUTADO FEDERAL;ERIKA SANTOS SILVA;50;PARTIDO SOCIALISMO E LIBERDADE;09/12/1992;FEMININO;SUPERIOR COMPLETO;PRETA;VEREADOR;SOLTEIRO(A)
55555;893501882;DEPUTADO ESTADUAL;HELIO BRESSAN;55;PARTIDO SOCIAL DEMOCRÁTICO;26/08/1958;MASCULINO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO ESTADUAL;CASADO(A)
36820;893618219;DEPUTADO ESTADUAL;WILLIANS ROCHA MONTEIRO;36;AGIR;18/01/1973;MASCULINO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO ESTADUAL;SOLTEIRO(A)
70400;893518588;DEPUTADO ESTADUAL;JOÃO VANE CAVALCANTI REIS;70;AVANTE;13/07/1963;MASCULINO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO ESTADUAL;CASADO(A)
3531;893532770;DEPUTADO FEDERAL;RICARDO GUILGER DE LIMA;35;PARTIDO DA MULHER BRASILEIRA;01/09/1985;MASCULINO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO ESTADUAL;SOLTEIRO(A)
1350;893507501;DEPUTADO FEDERAL;MATEUS OLIVEIRA MORO;13;PARTIDO DOS TRABALHADORES;26/11/1981;MASCULINO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO ESTADUAL;SOLTEIRO(A)
20678;893540654;DEPUTADO ESTADUAL;MARCOS APARECIDO BARROS DE LIMA;20;PARTIDO SOCIAL CRISTÃO;13/07/1986;MASCULINO;SUPERIOR COMPLETO;PARDA;SERVIDOR PÚBLICO ESTADUAL;CASADO(A)
2827;893612672;DEPUTADO FEDERAL;ELTON HUGO NEGRINI;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;21/07/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO ESTADUAL;CASADO(A)
55022;893501865;DEPUTADO ESTADUAL;ANDRÉ LUIZ PREVIATO KODJAOGLANIAN;55;PARTIDO SOCIAL DEMOCRÁTICO;17/04/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO MUNICIPAL;CASADO(A)
1180;893508849;DEPUTADO FEDERAL;MANOEL EDUARDO PEREIRA DA CRUZ PALOMINO;11;PROGRESSISTAS;17/08/1980;MASCULINO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO MUNICIPAL;SOLTEIRO(A)
12003;893540459;DEPUTADO ESTADUAL;MARCO ANTONIO ALVES JORGE;12;PARTIDO DEMOCRÁTICO TRABALHISTA;20/02/1956;MASCULINO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO MUNICIPAL;CASADO(A)
5153;893517572;DEPUTADO FEDERAL;FERNANDO BELCHIOR DIAS;51;PATRIOTA;11/07/1983;MASCULINO;SUPERIOR COMPLETO;PRETA;SERVIDOR PÚBLICO MUNICIPAL;CASADO(A)
